#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Xylella fastidiosa subsp. multiplex ATCC 35871","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 35871","SAMN02441559","PRJNA183054","GCA_000428665.1","Scaffold",2.41626,51.7,,"AUAJ01",58,2010,"2013-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/665/GCA_000428665.1_ASM42866v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/428/665/GCF_000428665.1_ASM42866v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CoDiRO","SAMN03247589","PRJNA269016","GCA_000811965.1","Contig",2.54293,51.9667,"plasmid unnamed:NZ_CM003178.1/CM003178.1","JUJW01",12,2177,"2014-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/811/965/GCA_000811965.1_ASM81196v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/811/965/GCF_000811965.1_ASM81196v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","AlmaEM3","SAMN08537149","PRJNA433735","GCA_006369915.1","Scaffold",2.47995,51.7,,"PUIY01",30,2107,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/915/GCF_006369915.1_ASM636991v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","OLS0478","SAMN03862124","PRJNA257008","GCA_001549755.1","Contig",2.55541,51.919,"plasmid pXF-P1.OLS0478:NZ_CM003752.1/CM003752.1; plasmid pXF-P4.OLS0478:NZ_CM003753.1/CM003753.1","LRVI01",48,2231,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/755/GCF_001549755.1_XFAS005-SEQ-1-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","WM1-1","SAMN08537137","PRJNA433735","GCA_006370215.1","Contig",2.47003,51.6,,"PUJK01",34,2131,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/215/GCF_006370215.1_ASM637021v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CO33","SAMN04100274","PRJNA296551","GCA_001417925.1","Contig",2.68193,51.7,,"LJZW01",96,2345,"2015-10-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/417/925/GCF_001417925.1_ASM141792v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CVC0251","SAMN03862120","PRJNA257008","GCA_001549765.1","Contig",2.74025,52.5118,"plasmid pXF-P1.CVC0251:NZ_CM003755.1/CM003755.1; plasmid pXF-P4.CVC0251:NZ_CM003756.1/CM003756.1; plasmid pXF-BHR.CVC0251:NZ_CM003754.1/CM003754.1; plasmid pXF-PS.CVC0251:NZ_CM003757.1/CM003757.1","LRVE01",130,2419,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/765/GCF_001549765.1_XFAS001-SEQ-2-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TemL(NS1pglA)Rec1","SAMN08537141","PRJNA433735","GCA_006370085.1","Scaffold",2.52526,51.5,,"PUJG01",124,2206,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/085/GCF_006370085.1_ASM637008v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","WM1-1(GFP)Rec2","SAMN08537143","PRJNA433735","GCA_006370055.1","Scaffold",2.45248,51.5,,"PUJE01",125,2150,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/055/GCF_006370055.1_ASM637005v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","WM1-1(GFP)Rec1","SAMN08537144","PRJNA433735","GCA_006370035.1","Scaffold",2.44813,51.5,,"PUJD01",105,2150,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/035/GCF_006370035.1_ASM637003v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","sycamore Sy-VA","SAMN02709772","PRJNA242875","GCA_000732705.1","Contig",2.47588,51.6,,"JMHP01",128,2127,"2014-07-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/705/GCA_000732705.1_ASM73270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/705/GCF_000732705.1_ASM73270v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CVC0256","SAMN03862121","PRJNA257008","GCA_001549745.1","Contig",2.70214,52.5105,"plasmid pXF-P1.CVC0256:NZ_CM003749.1/CM003749.1; plasmid pXF-P4.CVC0256:NZ_CM003750.1/CM003750.1; plasmid pXF-BHR.CVC0256:NZ_CM003748.1/CM003748.1; plasmid pXF-PS.CVC0256:NZ_CM003751.1/CM003751.1","LRVF01",128,2408,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/745/GCF_001549745.1_XFAS002-SEQ-2-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TemL(Alma)Rec1","SAMN08537151","PRJNA433735","GCA_006369895.1","Scaffold",2.52266,51.5,,"PUIW01",120,2212,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/895/GCF_006369895.1_ASM636989v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","XRB","SAMN03217286","PRJNA268232","GCA_013283695.1","Scaffold",2.71464,52.5,,"JTGF01",74,2379,"2020-06-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/283/695/GCA_013283695.1_ASM1328369v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/695/GCF_013283695.1_ASM1328369v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","OK3","SAMN14675133","PRJNA627531","GCA_012952085.1","Scaffold",2.41539,51.5,,"JABCJH01",54,2053,"2020-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/952/085/GCA_012952085.1_ASM1295208v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/952/085/GCF_012952085.1_ASM1295208v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","B111","SAMN03216857","PRJNA268224","GCA_013283685.1","Scaffold",2.68228,52.414,"plasmid pXF27b1:NZ_JWJX01000023.1/; plasmid pXF51b1:NZ_JWJX01000017.1/","JWJX01",77,2348,"2020-06-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/283/685/GCA_013283685.1_ASM1328368v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/685/GCF_013283685.2_ASM1328368v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TemL(Alma)Rec2","SAMN08537150","PRJNA433735","GCA_006369905.1","Scaffold",2.65443,51.1,,"PUIX01",313,2317,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/905/GCF_006369905.1_ASM636990v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","KLN59.3(GFP)(Temecula1)","SAMN08537145","PRJNA433735","GCA_006369995.1","Contig",2.45975,51.6,,"PUJC01",117,2132,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/995/GCF_006369995.1_ASM636999v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 35873","SAMN02709775","PRJNA242876","GCA_023970635.1","Contig",2.45422,51.7,,"JJOI01",174,1538,"2022-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/970/635/GCA_023970635.1_ASM2397063v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/970/635/GCF_023970635.1_ASM2397063v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","COF0324","SAMN03862122","PRJNA257008","GCA_001549815.1","Contig",2.77256,52.432,"plasmid pXF-P1.COF0324:NZ_CM003759.1/CM003759.1; plasmid pXF-BHR-COF0324:NZ_CM003758.1/CM003758.1; plasmid pXF-PC_CFO0324:NZ_CM003760.1/CM003760.1; plasmid pXF-RC.COF0324:NZ_CM003761.1/CM003761.1","LRVG01",143,2514,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/815/GCF_001549815.1_XFAS003-SEQ-2-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","Temecula1Star","SAMN08537139","PRJNA433735","GCA_006370185.1","Contig",2.45467,51.6,,"PUJI01",113,2128,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/185/GCF_006370185.1_ASM637018v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","VB11","SAMN14675134","PRJNA627531","GCA_012952095.1","Scaffold",2.444,51.4,,"JABCJI01",75,2076,"2020-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/952/095/GCA_012952095.1_ASM1295209v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/952/095/GCF_012952095.1_ASM1295209v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","pglA-KmR(Fetzer)","SAMN08537140","PRJNA433735","GCA_006370115.1","Scaffold",2.48817,51.5,,"PUJH01",146,2170,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/115/GCF_006370115.1_ASM637011v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","BB01","SAMN05982167","PRJNA352544","GCA_001886315.1","Scaffold",2.51152,51.8,,"MPAZ01",83,2160,"2016-11-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/315/GCF_001886315.1_BB01"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TemeculaL","SAMN08537138","PRJNA433735","GCA_006370155.1","Scaffold",2.53654,51.5,,"PUJJ01",162,2209,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/155/GCF_006370155.1_ASM637015v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","NOB1","SAMN14675132","PRJNA627531","GCA_012952075.1","Scaffold",2.41856,51.5,,"JABCJG01",53,2053,"2020-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/952/075/GCA_012952075.1_ASM1295207v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/952/075/GCF_012952075.1_ASM1295207v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","OLS0479","SAMN03862123","PRJNA257008","GCA_001549735.1","Contig",2.53996,51.9302,"plasmid pXF-P1.COF0407:NZ_CM003743.1/CM003743.1; plasmid pXF-P4.COF0407:NZ_CM003744.1/CM003744.1; plasmid pXF-PS.COF0407:NZ_CM003745.1/CM003745.1; plasmid pXF-RC.COF0407:NZ_CM003746.1/CM003746.1","LRVH01",183,2237,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/735/GCF_001549735.1_XFAS004-SEQ-2-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8073","SAMN04075659","PRJNA295547","GCA_001469395.1","Scaffold",2.58215,51.6,,"LKES01",328,2285,"2015-12-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/395/GCF_001469395.1_XYFPCFBP8073"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","COF0407","SAMN03862125","PRJNA257008","GCA_001549825.1","Contig",2.53847,51.8424,"plasmid pXF-P1.OLS0479:NZ_CM003762.1/CM003762.1; plasmid pXF-P4.OLS0479:NZ_CM003763.1/CM003763.1; plasmid pXF-PS.OLS0479:NZ_CM003764.1/CM003764.1; plasmid pXF-RC.OLS0479:NZ_CM003765.1/CM003765.1","LRVJ01",172,2238,"2016-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/825/GCF_001549825.1_XFAS006-SEQ-1-ASM-1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","NS1-CmR(TemeculaL)","SAMN08537142","PRJNA433735","GCA_006370045.1","Scaffold",2.5102,51.5,,"PUJF01",254,2209,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/045/GCF_006370045.1_ASM637004v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","Stag's Leap","SAMN04485942","PRJNA311586","GCA_001572105.1","Contig",2.5108,51.7,,"LSMJ01",15,2125,"2016-02-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/572/105/GCF_001572105.1_ASM157210v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","GV156","SAMN12541645","PRJNA559432","GCA_009910885.1","Contig",2.52151,51.7,,"VOSD01",17,2150,"2020-01-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/910/885/GCF_009910885.1_ASM991088v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","TOS14","SAMN11104922","PRJNA526615","GCA_007713995.1","Contig",2.44552,51.7,,"SMTJ01",80,2070,"2019-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/713/995/GCF_007713995.1_ASM771399v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","Alm_Lz_1","SAMN27020516","PRJNA820720","GCA_024257125.1","Scaffold",2.45839,51.7,,"JALHBT01",130,2131,"2022-07-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/257/125/GCF_024257125.1_ASM2425712v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","TOS4","SAMN11104854","PRJNA526615","GCA_007713905.1","Contig",2.44511,51.7,,"SMTH01",77,2070,"2019-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/713/905/GCF_007713905.1_ASM771390v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","TOS5","SAMN11104883","PRJNA526615","GCA_007713945.1","Contig",2.44387,51.7,,"SMTI01",72,2064,"2019-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/713/945/GCF_007713945.1_ASM771394v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","RAAR6 Butte","SAMN11936022","PRJNA545878","GCA_009695485.1","Contig",2.46623,51.8,,"VDDE01",140,2081,"2019-11-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/695/485/GCF_009695485.1_ASM969548v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8417","SAMN04546482","PRJNA314984","GCA_001971505.1","Contig",2.50498,51.8,,"LUYB01",256,2202,"2017-01-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/505/GCF_001971505.1_ASM197150v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP7969","SAMN07998892","PRJNA417584","GCA_004016275.1","Contig",2.43128,51.5,,"PHFQ01",88,2071,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/275/GCF_004016275.1_ASM401627v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8071","SAMN07998881","PRJNA417582","GCA_004016295.1","Contig",2.48429,51.5,,"PHFP01",100,2126,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/295/GCF_004016295.1_ASM401629v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP7970","SAMN07998897","PRJNA417585","GCA_004016315.1","Contig",2.48833,51.5,,"PHFR01",92,2141,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/315/GCF_004016315.1_ASM401631v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8082","SAMN07999361","PRJNA417587","GCA_004016375.1","Contig",2.52668,51.5,,"PHFT01",117,2213,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/375/GCF_004016375.1_ASM401637v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8351","SAMN07999362","PRJNA417588","GCA_004016405.1","Contig",2.47375,51.5,,"PHFU01",92,2127,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/405/GCF_004016405.1_ASM401640v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IAS-AXF-235T10","SAMN11881272","PRJNA544690","GCA_009669465.1","Contig",2.55021,51.7,,"VCQO01",432,2200,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/465/GCF_009669465.1_ASM966946v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IAS-AXF212H7","SAMN11878160","PRJNA544690","GCA_009669445.1","Contig",2.52254,51.8,,"VCPQ01",336,2166,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/445/GCF_009669445.1_ASM966944v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","ESVL","SAMN09703576","PRJNA482360","GCA_004023385.1","Contig",2.5545,51.8202,"plasmid pUCLA-ESVL:NZ_CM013391.1/CM013391.1; plasmid pXF64-Hb_ESVL:NZ_CM013392.1/CM013392.1","QPQV01",133,2182,"2019-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/023/385/GCF_004023385.1_ASM402338v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IVIA6903","SAMN11867883","PRJNA544690","GCA_009669425.1","Contig",2.60283,52.1,,"VCPP01",534,2308,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/425/GCF_009669425.1_ASM966942v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","XF3348","SAMN11891224","PRJNA544690","GCA_009669515.1","Contig",2.5734,51.8,,"VDCL01",392,2240,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/515/GCF_009669515.1_ASM966951v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","Ma185","SAMN19067403","PRJNA728043","GCA_018449105.1","Contig",2.41261,51.7,,"JAHCMO01",82,2014,"2021-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/449/105/GCA_018449105.1_ASM1844910v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/105/GCF_018449105.1_ASM1844910v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","Ma29","SAMN19067401","PRJNA728043","GCA_018449135.1","Contig",2.4269,51.7,,"JAHCMQ01",89,2019,"2021-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/449/135/GCA_018449135.1_ASM1844913v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/135/GCF_018449135.1_ASM1844913v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","Ma26","SAMN19067400","PRJNA728043","GCA_018449175.1","Contig",2.41293,51.7,,"JAHCMR01",81,2012,"2021-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/449/175/GCA_018449175.1_ASM1844917v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/175/GCF_018449175.1_ASM1844917v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","Ma151","SAMN19067402","PRJNA728043","GCA_018449095.1","Contig",2.41621,51.7,,"JAHCMP01",100,2022,"2021-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/449/095/GCA_018449095.1_ASM1844909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/095/GCF_018449095.1_ASM1844909v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IVIA6731","SAMN11866310","PRJNA544690","GCA_009669375.1","Contig",2.59889,51.9,,"VCPN01",422,2262,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/375/GCF_009669375.1_ASM966937v1"
